,,lower,upper,gi,gk,Energy [cm^-1],fij(l),fij(v),Aij(l),Aij(v),lower,upper,Upper -> lower,Reversed (R) or ok (O) ,Wavelength (NIST energies),Wavelength (MCDHF energies)
5d,5f,5d-3D3,5f-3F4,7,9,167.04,0.0299722,0.0149444,6.20E+03,3.09E+03,Ar(5d'[5/2]3),Ar(5f[7/2]4),Ar(5f[7/2]4)->Ar(5d'[5/2]3),R,11910.86,59865.9
5d,5f,5d-3D3,5f-3G4,7,9,1597.84,2.44E-04,0.011132,46.1697,2.11E+03,Ar(5d'[5/2]3),Ar(5f'[7/2]4),Ar(5f'[7/2]4)->Ar(5d'[5/2]3),O,17292.8,6258.41
5d,5f,5d-1F3,5f-1G4,7,9,1209.17,8.61E-04,0.0227,1.20E+02,3.16E+03,Ar(5d[5/2]3),Ar(5f[9/2]4),Ar(5f[9/2]4)->Ar(5d[5/2]3),O,27320.54,-8270.2
5d,5f,5d-1F3,5f-3F4,7,9,1185.37,5.53E-04,0.01391,73.9928,1.86E+03,Ar(5d[5/2]3),Ar(5f[7/2]4),Ar(5f[7/2]4)->Ar(5d[5/2]3),O,25761.18,-8436.26
5d,5f,5d-1F3,5f-3G4,7,9,245.44,2.496,2.68697,1.11E+04,1.20E+04,Ar(5d[5/2]3),Ar(5f'[7/2]4),Ar(5f'[7/2]4)->Ar(5d[5/2]3),O,5537.02,40741.5
5d,5f,5d-3F4,5f-3D3,9,7,353.4,0.012422,0.027723,1.48E+02,3.30E+02,Ar(5d[7/2]4),Ar(5f[5/2]3),Ar(5f[5/2]3)->Ar(5d[7/2]4),O,14884.68,28296.55
5d,5f,5d-3F4,5f-1F3,9,7,364.8,6.69E-03,0.0159,84.7886,2.02E+02,Ar(5d[7/2]4),Ar(5f[7/2]3),Ar(5f[7/2]3)->Ar(5d[7/2]4),O,14668.08,27412.28
5d,5f,5d-3F4,5f-3G3,9,7,1795.55,1.27E-06,7.30E-06,3.89E-01,2.2412,Ar(5d[7/2]4),Ar(5f'[7/2]3),Ar(5f'[7/2]3)->Ar(5d[7/2]4),O,4762.82,5569.32
5d,5f,5d-3F4,5f-3F3,9,7,1795.74,5.39E-07,3.11E-05,0.165593,9.54238,Ar(5d[7/2]4),Ar(5f'[5/2]3),Ar(5f'[5/2]3)->Ar(5d[7/2]4),O,4759.31,5568.73
5d,5f,5d-3F4,5f-1G4,9,9,341.03,0.507257,0.10542,4.37E+03,9.09E+02,Ar(5d[7/2]4),Ar(5f[9/2]4),Ar(5f[9/2]4)->Ar(5d[7/2]4),O,15160.09,29322.93
5d,5f,5d-3F4,5f-3F4,9,9,364.83,0.233385,0.555119,2.30E+03,5.48E+03,Ar(5d[7/2]4),Ar(5f[7/2]4),Ar(5f[7/2]4)->Ar(5d[7/2]4),O,14667.43,27410.03
5d,5f,5d-3F4,5f-3G4,9,9,1795.64,4.43E-06,2.55E-04,1.05946,61.0457,Ar(5d[7/2]4),Ar(5f'[7/2]4),Ar(5f'[7/2]4)->Ar(5d[7/2]4),O,4762.75,5569.05
5d,5f,5d-3F4,5f-3G5,9,11,340.88,2.20404,4.57671,1.55E+04,3.22E+04,Ar(5d[7/2]4),Ar(5f[9/2]5),Ar(5f[9/2]5)->Ar(5d[7/2]4),O,15161.49,29335.84
g,6d,g-1S0,6d-3P1,1,3,122767.74,6.82E-04,7.68E-04,2.29E+06,2.58E+06,Ar,Ar(6d[1/2]1),Ar(6d[1/2]1)->Ar,O,80.99,81.45
g,6d,g-1S0,6d-3D1,1,3,123145.1,0.038123,0.043045,1.29E+08,1.45E+08,Ar,Ar(6d[3/2]1),Ar(6d[3/2]1)->Ar,O,80.65,81.21
g,6d,g-1S0,6d-1P1,1,3,124500.53,0.034463,0.038929,1.19E+08,1.34E+08,Ar,Ar(6d'[3/2]1),Ar(6d'[3/2]1)->Ar,O,79.82,80.32
6d,4f,6d-3P0,4f-3D1,1,3,3560.2,7.78E-03,7.25E-03,6.57E+04,6.13E+04,Ar(6d[1/2]0),Ar(4f[3/2]1),Ar(4f[3/2]1)->Ar(6d[1/2]0),R,3011.42,-2808.85
6d,4f,6d-3P1,4f-3D1,3,3,3599.09,7.47E-03,7.11E-03,2.15E+04,2.05E+04,Ar(6d[1/2]1),Ar(4f[3/2]1),Ar(4f[3/2]1)->Ar(6d[1/2]1),R,3049.02,-2778.5
6d,4f,6d-3D1,4f-3D1,3,3,3976.44,1.94E-04,2.26E-04,6.84E+02,7.95E+02,Ar(6d[3/2]1),Ar(4f[3/2]1),Ar(4f[3/2]1)->Ar(6d[3/2]1),R,2625.51,-2514.82
6d,4f,6d-1P1,4f-3D1,3,3,5331.87,7.50E-06,1.57E-05,47.4351,99.1782,Ar(6d'[3/2]1),Ar(4f[3/2]1),Ar(4f[3/2]1)->Ar(6d'[3/2]1),R,1961.54,-1875.52
6d,4f,6d-3P1,4f-3D2,3,5,3598.6,9.41E-03,8.96E-03,2.71E+04,2.58E+04,Ar(6d[1/2]1),Ar(4f[3/2]2),Ar(4f[3/2]2)->Ar(6d[1/2]1),R,3049.39,-2778.87
6d,4f,6d-3P1,4f-1D2,3,5,3553.04,6.25E-03,5.80E-03,1.75E+04,1.63E+04,Ar(6d[1/2]1),Ar(4f[5/2]2),Ar(4f[5/2]2)->Ar(6d[1/2]1),R,3088.41,-2814.5
6d,4f,6d-3P1,4f-3F2,3,5,2113.46,8.29E-05,2.72E-05,82.2954,27.0324,Ar(6d[1/2]1),Ar(4f'[5/2]2),Ar(4f'[5/2]2)->Ar(6d[1/2]1),R,5514.52,-4731.6
6d,4f,6d-3D1,4f-3D2,3,5,3975.95,9.22E-03,0.010721,3.24E+04,3.77E+04,Ar(6d[3/2]1),Ar(4f[3/2]2),Ar(4f[3/2]2)->Ar(6d[3/2]1),R,2625.79,-2515.12
6d,4f,6d-3D1,4f-1D2,3,5,3930.4,0.011135,0.01265,3.82E+04,4.35E+04,Ar(6d[3/2]1),Ar(4f[5/2]2),Ar(4f[5/2]2)->Ar(6d[3/2]1),R,2654.67,-2544.28
6d,4f,6d-3D1,4f-3F2,3,5,2490.82,8.12E-04,3.70E-04,1.12E+03,5.11E+02,Ar(6d[3/2]1),Ar(4f'[5/2]2),Ar(4f'[5/2]2)->Ar(6d[3/2]1),R,4269.07,-4014.76
6d,4f,6d-1P1,4f-3D2,3,5,5331.38,2.63E-04,5.50E-04,1.66E+03,3.47E+03,Ar(6d'[3/2]1),Ar(4f[3/2]2),Ar(4f[3/2]2)->Ar(6d'[3/2]1),R,1961.7,-1875.69
6d,4f,6d-1P1,4f-1D2,3,5,5285.82,1.47E-04,3.01E-04,9.10E+02,1.87E+03,Ar(6d'[3/2]1),Ar(4f[5/2]2),Ar(4f[5/2]2)->Ar(6d'[3/2]1),R,1977.77,-1891.85
6d,4f,6d-1P1,4f-3F2,3,5,3846.24,0.021018,0.022866,6.91E+04,7.52E+04,Ar(6d'[3/2]1),Ar(4f'[5/2]2),Ar(4f'[5/2]2)->Ar(6d'[3/2]1),R,2753.55,-2599.94
6d,4f,6d-3P2,4f-3D1,5,3,3656.3,7.51E-04,7.39E-04,1.34E+03,1.32E+03,Ar(6d[3/2]2),Ar(4f[3/2]1),Ar(4f[3/2]1)->Ar(6d[3/2]2),R,2762.22,-2735.01
6d,4f,6d-1D2,4f-3D1,5,3,3736.47,3.20E-04,3.28E-04,5.95E+02,6.11E+02,Ar(6d'[5/2]2),Ar(4f[3/2]1),Ar(4f[3/2]1)->Ar(6d'[5/2]2),R,2030.4,-2676.34
6d,4f,6d-3F2,4f-3D1,5,3,5112.67,4.44E-07,8.53E-07,1.5469,2.97342,Ar(6d[5/2]2),Ar(4f[3/2]1),Ar(4f[3/2]1)->Ar(6d[5/2]2),R,2748.37,-1955.93
6d,4f,6d-3D2,4f-3D1,5,3,5117.24,2.701E-06,5.20E-06,9.43767,18.1749,Ar(6d'[3/2]2),Ar(4f[3/2]1),Ar(4f[3/2]1)->Ar(6d'[3/2]2),R,2049.94,-1954.18
6d,4f,6d-3P2,4f-3D2,5,5,3655.82,6.87E-03,6.75E-03,1.22E+04,1.20E+04,Ar(6d[3/2]2),Ar(4f[3/2]2),Ar(4f[3/2]2)->Ar(6d[3/2]2),R,2762.52,-2735.37
6d,4f,6d-3P2,4f-1D2,5,5,3610.26,1.95E-03,1.87E-03,3.40E+03,3.26E+03,Ar(6d[3/2]2),Ar(4f[5/2]2),Ar(4f[5/2]2)->Ar(6d[3/2]2),R,2794.51,-2769.89
6d,4f,6d-3P2,4f-3F2,5,5,2170.68,8.83E-06,3.06E-06,5.54753,1.92243,Ar(6d[3/2]2),Ar(4f'[5/2]2),Ar(4f'[5/2]2)->Ar(6d[3/2]2),R,4642.67,-4606.87
6d,4f,6d-1D2,4f-3D2,5,5,3735.98,2.51E-05,2.58E-05,46.7812,48.0545,Ar(6d'[5/2]2),Ar(4f[3/2]2),Ar(4f[3/2]2)->Ar(6d'[5/2]2),R,2030.56,-2676.68
6d,4f,6d-1D2,4f-1D2,5,5,3690.42,6.10E-03,6.11E-03,1.11E+04,1.11E+04,Ar(6d'[5/2]2),Ar(4f[5/2]2),Ar(4f[5/2]2)->Ar(6d'[5/2]2),R,2047.79,-2709.73
6d,4f,6d-1D2,4f-3F2,5,5,2250.84,2.47E-05,9.22E-06,16.7203,6.22937,Ar(6d'[5/2]2),Ar(4f'[5/2]2),Ar(4f'[5/2]2)->Ar(6d'[5/2]2),R,2891.18,-4442.81
6d,4f,6d-3F2,4f-3D2,5,5,5112.18,9.55E-11,1.86E-10,3.33E+04,6.48E+04,Ar(6d[5/2]2),Ar(4f[3/2]2),Ar(4f[3/2]2)->Ar(6d[5/2]2),R,2748.67,-1956.11
6d,4f,6d-3F2,4f-1D2,5,5,5066.63,1.40E-05,2.64E-05,47.8559,90.4309,Ar(6d[5/2]2),Ar(4f[5/2]2),Ar(4f[5/2]2)->Ar(6d[5/2]2),R,2780.34,-1973.7
6d,4f,6d-3F2,4f-3F2,5,5,3627.05,1.56E-03,1.51E-03,2.74E+03,2.65E+03,Ar(6d[5/2]2),Ar(4f'[5/2]2),Ar(4f'[5/2]2)->Ar(6d[5/2]2),R,4603.69,-2757.07
6d,4f,6d-3D2,4f-3D2,5,5,5116.76,2.49E-05,4.80E-05,87.1348,1.68E+02,Ar(6d'[3/2]2),Ar(4f[3/2]2),Ar(4f[3/2]2)->Ar(6d'[3/2]2),R,2050.1,-1954.37
6d,4f,6d-3D2,4f-1D2,5,5,5071.2,1.80E-06,3.40E-06,6.17412,11.6755,Ar(6d'[3/2]2),Ar(4f[5/2]2),Ar(4f[5/2]2)->Ar(6d'[3/2]2),R,2067.67,-1971.92
6d,4f,6d-3D2,4f-3F2,5,5,3631.62,2.67E-03,2.59E-03,4.69E+03,4.55E+03,Ar(6d'[3/2]2),Ar(4f'[5/2]2),Ar(4f'[5/2]2)->Ar(6d'[3/2]2),R,2930.96,-2753.6
6d,4f,6d-3P2,4f-3D3,5,7,3610.61,0.028678,0.027496,4.99E+04,4.78E+04,Ar(6d[3/2]2),Ar(4f[5/2]3),Ar(4f[5/2]3)->Ar(6d[3/2]2),R,2794.26,-2769.62
6d,4f,6d-3P2,4f-1F3,5,7,3588.03,4.24E-07,4.07E-07,0.728767,0.698232,Ar(6d[3/2]2),Ar(4f[7/2]3),Ar(4f[7/2]3)->Ar(6d[3/2]2),R,2810.06,-2787.05
6d,4f,6d-3P2,4f-3G3,5,7,2171.77,2.13E-10,7.10E-11,1.34E-04,4.47E-05,Ar(6d[3/2]2),Ar(4f'[7/2]3),Ar(4f'[7/2]3)->Ar(6d[3/2]2),R,4639.78,-4604.56
6d,4f,6d-3P2,4f-3F3,5,7,2171.06,1.24E-04,4.28E-05,77.6826,26.9302,Ar(6d[3/2]2),Ar(4f'[5/2]3),Ar(4f'[5/2]3)->Ar(6d[3/2]2),R,4641.92,-4606.07
6d,4f,6d-1D2,4f-3D3,5,7,3690.78,4.15E-04,0.00030808,7.55E+02,7.57E+02,Ar(6d'[5/2]2),Ar(4f[5/2]3),Ar(4f[5/2]3)->Ar(6d'[5/2]2),R,2047.66,-2709.46
6d,4f,6d-1D2,4f-1F3,5,7,3668.2,0.030808,0.030485,5.53E+04,5.47E+04,Ar(6d'[5/2]2),Ar(4f[7/2]3),Ar(4f[7/2]3)->Ar(6d'[5/2]2),R,2056.13,-2726.15
6d,4f,6d-1D2,4f-3G3,5,7,2251.93,3.04E-05,1.13E-05,20.577,7.67365,Ar(6d'[5/2]2),Ar(4f'[7/2]3),Ar(4f'[7/2]3)->Ar(6d'[5/2]2),R,2890.06,-4440.66
6d,4f,6d-1D2,4f-3F3,5,7,2251.22,1.92E-06,7.15E-07,1.29577,0.483131,Ar(6d'[5/2]2),Ar(4f'[5/2]3),Ar(4f'[5/2]3)->Ar(6d'[5/2]2),R,2890.89,-4442.06
6d,4f,6d-3F2,4f-3D3,5,7,5066.98,6.74E-07,1.27E-06,2.30725,4.35835,Ar(6d[5/2]2),Ar(4f[5/2]3),Ar(4f[5/2]3)->Ar(6d[5/2]2),R,2780.09,-1973.56
6d,4f,6d-3F2,4f-1F3,5,7,5044.4,8.84E-06,1.65E-05,30.0014,56.1417,Ar(6d[5/2]2),Ar(4f[7/2]3),Ar(4f[7/2]3)->Ar(6d[5/2]2),R,2795.74,-1982.4
6d,4f,6d-3F2,4f-3G3,5,7,3628.13,0.036281,0.03512,6.37E+04,6.17E+04,Ar(6d[5/2]2),Ar(4f'[7/2]3),Ar(4f'[7/2]3)->Ar(6d[5/2]2),R,4600.85,-2756.24
6d,4f,6d-3F2,4f-3F3,5,7,3627.43,2.85E-04,2.76E-04,5.01E+02,4.85E+02,Ar(6d[5/2]2),Ar(4f'[5/2]3),Ar(4f'[5/2]3)->Ar(6d[5/2]2),R,4602.96,-2756.78
6d,4f,6d-3D2,4f-3D3,5,7,5071.55,3.14E-05,5.95E-05,1.08E+02,2.04E+02,Ar(6d'[3/2]2),Ar(4f[5/2]3),Ar(4f[5/2]3)->Ar(6d'[3/2]2),R,2067.53,-1971.78
6d,4f,6d-3D2,4f-1F3,5,7,5048.97,9.24E-09,1.74E-08,0.031419,0.059235,Ar(6d'[3/2]2),Ar(4f[7/2]3),Ar(4f[7/2]3)->Ar(6d'[3/2]2),R,2076.17,-1980.61
6d,4f,6d-3D2,4f-3G3,5,7,3632.71,3.46E-05,3.35E-05,60.8995,59.0555,Ar(6d'[3/2]2),Ar(4f'[7/2]3),Ar(4f'[7/2]3)->Ar(6d'[3/2]2),R,2929.81,-2752.77
6d,4f,6d-3D2,4f-3F3,5,7,3632,0.035423,0.034368,6.23E+04,6.05E+04,Ar(6d'[3/2]2),Ar(4f'[5/2]3),Ar(4f'[5/2]3)->Ar(6d'[3/2]2),R,2930.66,-2753.31
6d,4f,6d-3F3,4f-3D2,7,5,3677.2,4.95E-05,4.92E-05,63.7644,63.4054,Ar(6d[7/2]3),Ar(4f[3/2]2),Ar(4f[3/2]2)->Ar(6d[7/2]3),R,2789.22,-2719.47
6d,4f,6d-3F3,4f-1D2,7,5,3631.64,4.69E-04,4.55E-04,5.90E+02,5.72E+02,Ar(6d[7/2]3),Ar(4f[5/2]2),Ar(4f[5/2]2)->Ar(6d[7/2]3),R,2821.83,-2753.58
6d,4f,6d-3F3,4f-3F2,7,5,2192.06,1.65E-06,5.84E-07,0.756439,0.267304,Ar(6d[7/2]3),Ar(4f'[5/2]2),Ar(4f'[5/2]2)->Ar(6d[7/2]3),R,4718.58,-4561.94
6d,4f,6d-3D3,4f-3D2,7,5,3752.2,4.53E-04,4.69E-04,6.07E+02,6.29E+02,Ar(6d'[5/2]3),Ar(4f[3/2]2),Ar(4f[3/2]2)->Ar(6d'[5/2]3),R,2015.6,-2665.11
6d,4f,6d-3D3,4f-1D2,7,5,3706.64,2.18E-04,2.20E-04,2.85E+02,2.88E+02,Ar(6d'[5/2]3),Ar(4f[5/2]2),Ar(4f[5/2]2)->Ar(6d'[5/2]3),R,2032.57,-2697.87
6d,4f,6d-3D3,4f-3F2,7,5,2267.06,6.69E-07,2.53E-07,0.327873,0.12393,Ar(6d'[5/2]3),Ar(4f'[5/2]2),Ar(4f'[5/2]2)->Ar(6d'[5/2]3),R,2860.94,-4411.02
6d,4f,6d-1F3,4f-3D2,7,5,5141.12,2.97E-07,5.77E-07,0.747259,1.45255,Ar(6d[5/2]3),Ar(4f[3/2]2),Ar(4f[3/2]2)->Ar(6d[5/2]3),R,2744.4,-1945.11
6d,4f,6d-1F3,4f-1D2,7,5,5095.56,1.25E-06,2.39E-06,3.0981,5.91572,Ar(6d[5/2]3),Ar(4f[5/2]2),Ar(4f[5/2]2)->Ar(6d[5/2]3),R,2775.96,-1962.5
6d,4f,6d-1F3,4f-3F2,7,5,3655.98,1.20E-04,1.18E-04,1.52E+02,1.50E+02,Ar(6d[5/2]3),Ar(4f'[5/2]2),Ar(4f'[5/2]2)->Ar(6d[5/2]3),R,4591.71,-2735.25
6d,4f,6d-3F3,4f-3D3,7,7,3632,6.37E-04,6.18E-04,8.00E+02,7.76E+02,Ar(6d[7/2]3),Ar(4f[5/2]3),Ar(4f[5/2]3)->Ar(6d[7/2]3),R,2821.58,-2753.31
6d,4f,6d-3F3,4f-1F3,7,7,3609.41,6.60E-03,6.33E-03,8.20E+03,7.85E+03,Ar(6d[7/2]3),Ar(4f[7/2]3),Ar(4f[7/2]3)->Ar(6d[7/2]3),R,2837.7,-2770.54
6d,4f,6d-3F3,4f-3G3,7,7,2193.15,1.75E-08,6.18E-09,8.02E-03,6.18E-03,Ar(6d[7/2]3),Ar(4f'[7/2]3),Ar(4f'[7/2]3)->Ar(6d[7/2]3),R,4715.59,-4559.67
6d,4f,6d-3F3,4f-3F3,7,7,2192.44,9.48E-06,3.35E-06,4.34431,1.53578,Ar(6d[7/2]3),Ar(4f'[5/2]3),Ar(4f'[5/2]3)->Ar(6d[7/2]3),R,4717.81,-4561.15
6d,4f,6d-3D3,4f-3D3,7,7,3707,8.06E-03,8.15E-03,1.06E+04,1.07E+04,Ar(6d'[5/2]3),Ar(4f[5/2]3),Ar(4f[5/2]3)->Ar(6d'[5/2]3),R,2032.44,-2697.61
6d,4f,6d-3D3,4f-1F3,7,7,3684.42,2.34E-04,2.34E-04,3.03E+02,3.02E+02,Ar(6d'[5/2]3),Ar(4f[7/2]3),Ar(4f[7/2]3)->Ar(6d'[5/2]3),R,2040.79,-2714.15
6d,4f,6d-3D3,4f-3G3,7,7,2268.15,4.08E-07,1.54E-07,0.199818,0.075603,Ar(6d'[5/2]3),Ar(4f'[7/2]3),Ar(4f'[7/2]3)->Ar(6d'[5/2]3),R,2859.84,-4408.9
6d,4f,6d-3D3,4f-3F3,7,7,2267.44,2.02E-05,7.64E-06,9.89898,3.7431,Ar(6d'[5/2]3),Ar(4f'[5/2]3),Ar(4f'[5/2]3)->Ar(6d'[5/2]3),R,2860.65,-4410.28
6d,4f,6d-1F3,4f-3D3,7,7,5095.92,1.13E-05,2.15E-05,27.8383,53.1672,Ar(6d[5/2]3),Ar(4f[5/2]3),Ar(4f[5/2]3)->Ar(6d[5/2]3),R,2775.72,-1962.36
6d,4f,6d-1F3,4f-1F3,7,7,5073.33,3.48E-06,6.59E-06,8.54377,16.171,Ar(6d[5/2]3),Ar(4f[7/2]3),Ar(4f[7/2]3)->Ar(6d[5/2]3),R,2791.31,-1971.1
6d,4f,6d-1F3,4f-3G3,7,7,3657.07,1.81E-03,1.78E-03,2.31E+03,2.35E+03,Ar(6d[5/2]3),Ar(4f'[7/2]3),Ar(4f'[7/2]3)->Ar(6d[5/2]3),R,4588.88,-2734.44
6d,4f,6d-1F3,4f-3F3,7,7,3656.36,2.39E-03,2.35E-03,3.05E+03,3.00E+03,Ar(6d[5/2]3),Ar(4f'[5/2]3),Ar(4f'[5/2]3)->Ar(6d[5/2]3),R,4590.98,-2734.97
6d,4f,6d-3F3,4f-1G4,7,9,3655.65,0.042907,0.042167,5.46E+04,5.37E+04,Ar(6d[7/2]3),Ar(4f[9/2]4),Ar(4f[9/2]4)->Ar(6d[7/2]3),R,2803.72,-2735.5
6d,4f,6d-3F3,4f-3F4,7,9,3609.37,2.42E-03,2.32E-03,3.00E+03,2.88E+03,Ar(6d[7/2]3),Ar(4f[7/2]4),Ar(4f[7/2]4)->Ar(6d[7/2]3),R,2837.73,-2770.57
6d,4f,6d-3F3,4f-3G4,7,9,2193.04,7.02E-05,2.48E-05,32.1778,11.3823,Ar(6d[7/2]3),Ar(4f'[7/2]4),Ar(4f'[7/2]4)->Ar(6d[7/2]3),R,4715.69,-4559.9
6d,4f,6d-3D3,4f-1G4,7,9,3730.65,4.30E-03,4.40E-03,5.71E+03,5.84E+03,Ar(6d'[5/2]3),Ar(4f[9/2]4),Ar(4f[9/2]4)->Ar(6d'[5/2]3),R,2023.16,-2680.51
6d,4f,6d-3D3,4f-3F4,7,9,3684.38,0.039344,0.039281,5.09E+04,5.08E+04,Ar(6d'[5/2]3),Ar(4f[7/2]4),Ar(4f[7/2]4)->Ar(6d'[5/2]3),R,2040.81,-2714.17
6d,4f,6d-3D3,4f-3G4,7,9,2268.04,1.91E-07,7.24E-08,0.093772,0.035476,Ar(6d'[5/2]3),Ar(4f'[7/2]4),Ar(4f'[7/2]4)->Ar(6d'[5/2]3),R,2859.87,-4409.11
6d,4f,6d-1F3,4f-1G4,7,9,5119.57,2.34E-05,4.50E-05,58.3375,1.12E+02,Ar(6d[5/2]3),Ar(4f[9/2]4),Ar(4f[9/2]4)->Ar(6d[5/2]3),R,2758.44,-1953.29
6d,4f,6d-1F3,4f-3F4,7,9,5073.3,9.74E-07,1.84E-06,2.38849,4.52063,Ar(6d[5/2]3),Ar(4f[7/2]4),Ar(4f[7/2]4)->Ar(6d[5/2]3),R,2791.34,-1971.11
6d,4f,6d-1F3,4f-3G4,7,9,3656.96,0.048752,0.047952,6.21E+04,6.11E+04,Ar(6d[5/2]3),Ar(4f'[7/2]4),Ar(4f'[7/2]4)->Ar(6d[5/2]3),R,4588.97,-2734.52
6d,4f,6d-3F4,4f-3D3,9,7,3588.1,3.55E-04,3.36E-04,3.39E+02,3.21E+02,Ar(6d[7/2]4),Ar(4f[5/2]3),Ar(4f[5/2]3)->Ar(6d[7/2]4),R,2921.05,-2787.0
6d,4f,6d-3F4,4f-1F3,9,7,3565.52,1.99E-04,1.86E-04,1.87E+02,1.75E+02,Ar(6d[7/2]4),Ar(4f[7/2]3),Ar(4f[7/2]3)->Ar(6d[7/2]4),R,2938.32,-2804.66
6d,4f,6d-3F4,4f-3G3,9,7,2149.25,1.19E-07,4.04E-08,0.040735,0.013838,Ar(6d[7/2]4),Ar(4f'[7/2]3),Ar(4f'[7/2]3)->Ar(6d[7/2]4),R,5000.15,-4652.81
6d,4f,6d-3F4,4f-3F3,9,7,2148.55,5.00E-07,1.70E-07,0.171114,0.058095,Ar(6d[7/2]4),Ar(4f'[5/2]3),Ar(4f'[5/2]3)->Ar(6d[7/2]4),R,5002.64,-4654.35
6d,4f,6d-3F4,4f-1G4,9,9,3611.75,1.38E-03,1.33E-03,1.34E+03,1.28E+03,Ar(6d[7/2]4),Ar(4f[9/2]4),Ar(4f[9/2]4)->Ar(6d[7/2]4),R,2901.91,-2768.75
6d,4f,6d-3F4,4f-3F4,9,9,3565.48,6.94E-03,6.49E-03,6.54E+03,6.11E+03,Ar(6d[7/2]4),Ar(4f[7/2]4),Ar(4f[7/2]4)->Ar(6d[7/2]4),R,2938.36,-2804.68
6d,4f,6d-3F4,4f-3G4,9,9,2149.15,4.18E-06,1.42E-06,1.42997,0.485764,Ar(6d[7/2]4),Ar(4f'[7/2]4),Ar(4f'[7/2]4)->Ar(6d[7/2]4),R,5000.26,-4653.05
6d,4f,6d-3F4,4f-3G5,9,11,3611.93,0.060385,0.05794,5.84E+04,5.60E+04,Ar(6d[7/2]4),Ar(4f[9/2]5),Ar(4f[9/2]5)->Ar(6d[7/2]4),R,2901.88,-2768.62
6d,5f,6d-3P0,5f-3D1,1,3,1072.69,0.130107,0.104091,9.99E+04,7.99E+04,Ar(6d[1/2]0),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(6d[1/2]0),R,12152.71,-9322.44
6d,5f,6d-3P1,5f-3D1,3,3,1111.58,0.121902,0.104739,3.35E+04,2.88E+04,Ar(6d[1/2]1),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(6d[1/2]1),R,12789.22,-8996.28
6d,5f,6d-3D1,5f-3D1,3,3,1488.93,2.16E-03,4.03E-03,1.29E+03,1.99E+03,Ar(6d[3/2]1),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(6d[3/2]1),R,7628.09,-6716.23
6d,5f,6d-1P1,5f-3D1,3,3,2844.36,7.09E-05,3.99E-05,1.28E+03,7.18E+02,Ar(6d'[3/2]1),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(6d'[3/2]1),R,3845.87,-3515.73
6d,5f,6d-3P1,5f-3D2,3,5,1111.18,0.154866,0.133016,4.25E+04,3.65E+04,Ar(6d[1/2]1),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(6d[1/2]1),R,12794.87,-8999.6
6d,5f,6d-3P1,5f-1D2,3,5,1087.57,0.101293,0.083278,2.66E+04,2.19E+04,Ar(6d[1/2]1),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(6d[1/2]1),R,13160.54,-9194.98
6d,5f,6d-3P1,5f-3F2,3,5,354.81,3.36E-03,2.94E-04,56.3749,4.93466,Ar(6d[1/2]1),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(6d[1/2]1),O,14937.35,28183.3
6d,5f,6d-3D1,5f-3D2,3,5,1488.53,0.122728,0.189243,6.05E+04,9.32E+04,Ar(6d[3/2]1),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(6d[3/2]1),R,7630.09,-6718.08
6d,5f,6d-3D1,5f-1D2,3,5,1464.92,0.152964,0.228321,7.30E+04,1.09E+05,Ar(6d[3/2]1),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(6d[3/2]1),R,7758.65,-6826.36
6d,5f,6d-3D1,5f-3F2,3,5,22.55,0.395172,1.40E-04,44.6598,0.015783,Ar(6d[3/2]1),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(6d[3/2]1),O,71211.88,-443655.72
6d,5f,6d-1P1,5f-3D2,3,5,2843.96,2.47E-03,0.013926,4.45E+03,2.50E+04,Ar(6d'[3/2]1),Ar(5f[3/2]2),Ar(5f[3/2]2)->Ar(6d'[3/2]1),R,3846.38,-3516.24
6d,5f,6d-1P1,5f-1D2,3,5,2820.35,1.03E-03,5.70E-03,1.82E+03,1.01E+04,Ar(6d'[3/2]1),Ar(5f[5/2]2),Ar(5f[5/2]2)->Ar(6d'[3/2]1),R,3878.77,-3545.67
6d,5f,6d-1P1,5f-3F2,3,5,1377.97,0.296505,0.391452,1.25E+05,1.65E+05,Ar(6d'[3/2]1),Ar(5f'[5/2]2),Ar(5f'[5/2]2)->Ar(6d'[3/2]1),R,8704.55,-7257.05
6d,5f,6d-3P2,5f-3D1,5,3,1168.79,0.01185,0.011261,2.16E+03,2.05E+03,Ar(6d[3/2]2),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(6d[3/2]2),R,8909.1,-8555.86
6d,5f,6d-1D2,5f-3D1,5,3,1248.96,4.82E-03,5.23E-03,1.00E+03,1.09E+03,Ar(6d'[5/2]2),Ar(5f[3/2]1),Ar(5f[3/2]1)->Ar(6d'[5/2]2),R,4119.79,-8006.73
